phase_id,phase_title,task_id,task_title,primary_owner,supporting_agents,execution_mode,parallel_group,risk,depends_on,allowed_paths,objective,validation,acceptance,acceptance_tier,acceptance_agents,acceptance_outcome,evidence,stop_if
HW-08,临床交班与声明式轻应用,HW08-01,定义 Handover Contracts 与敏感度模型,terra_contracts,luna_fixtures | terra_security,workspace-write,A,critical,,packages/handover-contracts/** | packages/card-protocol/** | packages/hub-contracts/**,定义班次、科室、交班条目、风险等级、确认、修订、版本和最小通知投影。,contract/state tests | redaction | version conflict,临床正文不会进入 Hub 通用摘要 | 确认与修订可审计,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,handover-contract-snapshot.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-02,实现 Handover Service,parent_codex,terra_worker | terra_tester | terra_security,workspace-write,B,critical,HW08-01,services/handover/** | database/prisma/models/handover.prisma,实现独立交班服务、版本控制、权限/Scope、Outbox 和审计。,service integration | scope matrix | concurrent edit | history/audit | rebuild,无越权跨科室读取 | 历史修订不可覆盖,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,handover-service-report.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-03,实现 Handover WorkItem 与 Workspace Capability,terra_worker,terra_browser | terra_tester,workspace-write,C,high,HW08-02,services/collaboration/src/mappings/handover/** | apps/workspace-web/src/capabilities/handover/**,按班次和科室形成空间/线程/工作项，详情在受控 Canvas 中处理。,projection replay | UI privacy | switch-person | concurrent conflict,护士/医生可完成班次交接 | 敏感正文最小驻留,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,handover-capability-evidence.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-04,定义 Schema App DSL v1,terra_contracts,luna_fixtures | terra_security,workspace-write,A,high,,packages/schema-app-contracts/**,建立声明式 Form/List/Table/Timeline/Detail/Approval 轻应用协议，禁止任意代码和任意 endpoint。,schema fuzz | XSS fixtures | unknown component/action | arbitrary URL,DSL 无法表达任意代码执行 | 未知内容 fail-closed,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,schema-app-v1.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-05,实现 Schema Renderer 与 Data Binding,terra_worker,terra_tester | terra_browser,workspace-write,D,high,HW08-04 | HW05-05,apps/workspace-web/src/schema-runtime/** | packages/ui/** | packages/capability-sdk/**,渲染经验证 Schema，并通过受控 API/Command Dispatcher 加载数据和执行动作。,component matrix | CSP/XSS | permission | unknown schema | a11y,无 direct arbitrary fetch | Schema App 与内置 Capability 共享身份/事件/卡片体验,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,schema-renderer-report.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-06,实现 Schema App 签名发布与回滚,parent_codex,terra_worker | terra_tester | terra_security,workspace-write,E,critical,HW08-04 | HW02-06,services/gateway/src/registry/schema-apps/** | database/prisma/models/config.prisma | scripts/release/schema-apps/**,只有经审批、哈希和签名的 immutable Schema App release 才能进入 Registry。,tamper/signature | unknown signer | rollback | runtime version mismatch,无法静默替换轻应用 | 发布和回滚可审计,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,schema-app-release-receipt.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-07,交付首个 Synthetic Schema App,luna_fixtures,terra_worker | terra_tester,workspace-write,F,medium,HW08-05 | HW08-06,examples/schema-apps/** | apps/workspace-web/e2e/schema-apps/**,用非敏感的设备巡检或通知确认验证 DSL，不迁移旧业务。,schema validation | E2E | upgrade/rollback | production absence,完整轻应用不新增前端工程 | 无敏感真实数据,terra,terra_reviewer,APPROVED,schema-app-demo-evidence.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-08,临床交班与声明式轻应用,HW08-08,Handover & Schema App Gate,parent_codex,terra_reviewer | terra_security,read-only,G,critical,HW08-02 | HW08-03 | HW08-05 | HW08-06 | HW08-07,services/handover/** | apps/workspace-web/src/capabilities/handover/** | packages/schema-app-contracts/** | apps/workspace-web/src/schema-runtime/**,确认高敏临床场景和轻应用扩展都未突破安全边界。,full handover/schema suite | security review,P0/P1 为零 | 轻应用只用于批准的低风险场景,sol-phase-gate,terra_reviewer | terra_security | sol_architecture_security | sol_phase_gate,PASS_RECOMMENDED,G08-gate-decision.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-01,定义 Agent Run、Task、Attempt 与 Approval Contracts,terra_contracts,luna_fixtures | terra_reviewer,workspace-write,A,critical,,packages/agent-contracts/** | packages/harness-contracts/** | packages/hub-contracts/**,将自然语言消息、Agent 计划、任务、工具调用、等待、阻塞、审批、产物和完成状态严格分离。,state transition | invalid completion | approval race | late event,契约能表达 Coordinator/Worker | 用户裁决优先且不可被模型覆盖,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,agent-contract-snapshot.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-02,建立 Agent Gateway 服务与 Provider Boundary,terra_worker,terra_tester | terra_security,workspace-write,B,high,HW09-01,services/agent-gateway/** | database/prisma/models/agent.prisma | packages/agent-contracts/**,建立模型调用、Run 持久化、队列、恢复、取消和成本计量，模型密钥只在服务端。,provider fake | timeout/retry | restart recovery | cancel | secret scan,客户端无模型 API Key | 服务重启不丢审批/状态,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,agent-gateway-runtime-report.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-03,实现 Coordinator／Worker 编排,parent_codex,terra_worker | terra_tester | terra_reviewer,workspace-write,B,critical,HW09-01 | HW09-02,services/agent-gateway/src/orchestration/** | packages/agent-contracts/**,借鉴 Knowe 的项目经理和专门成员，但由确定性 Runtime 管理任务依赖、并发、Handoff 和汇总。,task DAG | cycle detection | handoff reject/rework | worker failure | parallel resource lock,Agent 团队可协作但无法绕过系统任务状态 | 每个结果可追溯到 Worker/Attempt,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,agent-orchestration-report.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-04,实现受控 Tool Registry 与 Risk Policy,parent_codex,terra_contracts | terra_tester | terra_security,workspace-write,C,critical,HW09-02 | HW02-05,services/agent-gateway/src/tools/** | packages/tool-contracts/** | database/prisma/models/config.prisma,只允许模型通过 provider-native structured tool calls 调用批准的医院 API 工具。,fake text tool call | unknown tool | scope deny | approval required | result injection | replay,无通用逃逸工具 | 所有 ToolCall 绑定 Principal/Run/Trace/Audit,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,tool-registry-risk-matrix.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-05,集成 Harness、Decision、Handoff 与 Outbox,terra_worker,terra_tester | terra_reviewer,workspace-write,C,high,HW09-03 | HW09-04 | HW05-04,services/agent-gateway/src/harness/** | services/collaboration/src/mappings/agents/**,将 Agent Run 投影到线程、工作项、审批卡片和活动时间线。,approve/reject race | cancel late result | restart waiting | outbox replay,Agent 状态与 Workspace 时间线一致 | 每个批准可审计,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,agent-harness-e2e.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-06,实现 Workspace Agent Team UI,terra_worker,terra_browser | luna_fixtures,workspace-write,D,medium,HW09-05,apps/workspace-web/src/capabilities/agents/**,提供类似群聊的 Agent 协作界面，但清晰展示任务、成员、状态、工具、审批、产物和错误。,component/a11y | approval UI | cancel/retry | long run reconnect,用户能知道谁在做什么、等待什么和为何完成 | 无误导性“已完成”,terra,terra_reviewer,APPROVED,agent-team-ui-evidence.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-07,首个低风险 Agent：报修分诊建议,terra_worker,luna_fixtures | terra_tester | terra_security,workspace-write,E,high,HW09-04 | HW09-06,services/agent-gateway/src/scenarios/ticket-triage/** | apps/workspace-web/src/capabilities/agents/** | services/tickets/src/agent-tools/**,用只读/建议模式验证 Agent 团队，不自动创建或改变工单。,golden eval | provider failure | malicious prompt | user reject | audit,未达到质量阈值保持建议模式 | AI 失败不影响报修留痕,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,ticket-triage-agent-eval.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-09,Agent Gateway、Coordinator／Worker 与受控协作,HW09-08,Agent Red-Team 与 Gate,parent_codex,terra_reviewer | terra_security,read-only,F,critical,HW09-03 | HW09-04 | HW09-05 | HW09-07,services/agent-gateway/** | packages/agent-contracts/** | packages/tool-contracts/** | apps/workspace-web/src/capabilities/agents/**,确认 Agent 能提高协作效率但无法获得超越人员和业务服务的权限。,red-team suite | full agent E2E | security review,P0/P1 为零 | 只批准低风险建议场景,sol-phase-gate,terra_reviewer | terra_security | sol_acceptance | sol_architecture_security | sol_phase_gate,PASS_RECOMMENDED,G09-gate-decision.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-01,定义 Knowledge Contracts 与生命周期,terra_contracts,luna_fixtures | terra_reviewer,workspace-write,A,high,,packages/knowledge-contracts/** | packages/harness-contracts/** | packages/hub-contracts/**,定义 KnowledgeProject、SourceDocument、Node、Relation、Claim、Version、Review、Decision 和 Scope。,state/scope tests | provenance fixtures | supersede/retire,任何知识结论可回到来源和专家裁决 | 模型置信度不等于批准,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,knowledge-contract-snapshot.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-02,实现 Knowledge Service 与数据库,parent_codex,terra_worker | terra_tester | terra_security,workspace-write,B,critical,HW10-01,services/knowledge/** | database/prisma/models/knowledge.prisma,实现知识项目、节点、版本、关系、来源、审校和范围查询。,service integration | scope/permission | version conflict | retire history | migration rebuild,知识服务是权威，向量索引只是派生 | 未审校内容不能标 active,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,knowledge-service-report.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-03,实现 Knowledge WorkItem/Harness Mapping,terra_worker,terra_tester | terra_reviewer,workspace-write,B,high,HW10-02 | HW05-04,services/collaboration/src/mappings/knowledge/**,将文档摄取、抽取、审校、批准、发布和退役投影为工作项、Decision、Handoff 和 Todo。,projection replay | review assignment | decision authority,知识治理过程透明 | 模型结果不会绕过审校,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,knowledge-workitem-receipt.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-04,实现 Workspace Knowledge Project Capability,terra_worker,terra_browser | luna_fixtures,workspace-write,C,medium,HW10-02 | HW10-03,apps/workspace-web/src/capabilities/knowledge/**,提供文档来源、知识节点、关系、审校队列、版本比较和发布/退役 Canvas。,component/a11y | version diff | scope privacy | decision flow,专家能基于来源审校 | active/retired 状态清晰,terra,terra_reviewer,APPROVED,knowledge-ui-evidence.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-05,实现知识整理 Coordinator／Worker,terra_worker,terra_contracts | terra_tester | terra_security,workspace-write,D,high,HW09-03 | HW10-02,services/agent-gateway/src/scenarios/knowledge/** | services/knowledge/src/agent-tools/**,按资料解析、术语标准化、FHIR 映射、质量核查、知识审校建议拆分 Agent Worker。,golden fixtures | conflicting sources | low confidence | expert reject | cancel/restart,Agent 加速整理但不能自我发布 | 每项建议有来源,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,knowledge-agent-eval.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-06,建立派生检索与 Provenance API,terra_worker,terra_tester | terra_security,workspace-write,E,high,HW10-02,services/knowledge/src/search/** | packages/search-contracts/** | infrastructure/search/**,提供关键词/向量/关系的混合检索接口，但结果只返回当前用户可见的 active/approved 知识及来源。,index rebuild | scope leakage | retired exclusion | provenance,删除索引可从权威数据重建 | 无跨 scope 召回,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,knowledge-search-report.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-07,知识治理 E2E 与专家裁决测试,terra_tester,terra_browser | terra_security,workspace-write,F,critical,HW10-03 | HW10-04 | HW10-05 | HW10-06,services/knowledge/test/** | apps/workspace-web/e2e/knowledge/** | evidence/HW-10/**,从 synthetic 文档到 Agent 建议、专家修改、批准、发布、检索、退役和 supersede 完成全链。,multi-role E2E | search privacy | index rebuild | decision audit,专家权威可证明 | 历史和来源完整,sol-acceptance,terra_reviewer | terra_security | sol_acceptance,ACCEPT,knowledge-governance-e2e.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-10,知识整理项目、治理生命周期与 Agent 协作,HW10-08,Knowledge Governance Gate,parent_codex,terra_reviewer | terra_security,read-only,G,critical,HW10-02 | HW10-05 | HW10-06 | HW10-07,services/knowledge/** | services/agent-gateway/src/scenarios/knowledge/** | apps/workspace-web/src/capabilities/knowledge/**,确认知识资产可持续增长且可治理，不把 LLM 输出直接当临床知识。,full knowledge suite | red-team | security review,P0/P1 为零 | 只批准 synthetic/非临床生产知识试点,sol-phase-gate,terra_reviewer | terra_security | sol_acceptance | sol_phase_gate,PASS_RECOMMENDED,G10-gate-decision.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-01,定义 Surface Event 与隐私策略,terra_contracts,luna_fixtures | terra_security,workspace-write,A,critical,,packages/surface-contracts/** | docs/security/**,定义可投影到原生表面的最小字段、敏感度、过期、去重和 Deep Link。,PHI/PII fixtures | oversize | deep link | unknown fields,任意未验证 payload 被拒 | Surface 不成为业务真相,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,surface-contract-snapshot.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-02,接受并实现最小 Workspace-only Native Bridge,parent_codex,terra_worker | terra_tester | terra_security,workspace-write,B,critical,HW11-01 | HW03-04,docs/adr/** | apps/desktop-shell/src-tauri/** | apps/desktop-shell/src-tauri/capabilities/**,新增唯一受控 `publish_surface_event`/等价命令，精确绑定 Workspace label/origin/path，并在 Rust 端重新验证。,wrong caller | legacy webview | fuzz | replay | audit failure | kill switch,任何 guard/audit 失败 fail-closed | 桥接不能执行任意命令,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,native-bridge-security-receipt.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-03,实现 Tray、Windows Toast 与 Island Projection,terra_worker,terra_tester | terra_browser,workspace-write,C,high,HW11-02,apps/desktop-shell/src-tauri/** | apps/workspace-web/src/platform/surfaces/**,将同一业务事件投影到三种表面，点击后安全唤起对应工作项。,surface mapping | lock/switch user | click route | duplicate/update | rate limit,三表面状态一致 | 跨用户零残留,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,native-surface-evidence.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-04,构建 Desktop MSI 与 WebView2 发布闭包,parent_codex,terra_tester | terra_security,workspace-write,D,critical,HW03-08 | HW11-03,apps/desktop-shell/** | infrastructure/windows/** | scripts/release/desktop/**,生成 x64 per-machine MSI，验证 WebView2 最低版本、安装、升级、卸载、回滚和 Profile 清理。,Windows build | MSI install/upgrade/downgrade/uninstall | WebView2 missing/old | rollback,产物可重建且 hash 可验证 | 旧版本可回滚,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,MSI-lifecycle-receipt.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-05,构建 Server Immutable Release 与 No-Egress 安装,parent_codex,terra_tester | terra_reviewer,workspace-write,D,critical,HW10-08,infrastructure/nginx/** | infrastructure/systemd/** | scripts/release/server/** | docs/ops/**,为 Gateway、Collaboration、Hosp Access、Tickets、Fee、Handover、Agent、Knowledge 和 Workspace 静态制品建立不可变发布与回滚。,offline assemble | bundle closure | health/stop | rollback | secret/symlink scan,删除构建机 store 后仍可运行 | 各服务可独立回滚且版本兼容矩阵明确,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,server-release-manifest-set.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-06,建立监控、备份、恢复与运行手册,terra_worker,luna_docs | terra_tester,workspace-write,E,high,HW11-05,packages/observability/** | docs/ops/** | scripts/ops/** | infrastructure/monitoring/**,让 1～2 人团队能定位 Session、SSE、Outbox、DB、Redis、Agent、Desktop 和业务故障。,alert fixtures | backup restore | runbook drill | failure triage,核心故障有可操作手册和恢复证据 | 告警不包含敏感正文,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,ops-readiness-report.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-07,真实 Browser/Desktop/Anolis 受控试点验收,terra_tester,terra_browser | terra_security | terra_reviewer,workspace-write,F,critical,HW11-04 | HW11-05 | HW11-06,scripts/acceptance/pilot/** | evidence/HW-11/** | docs/ops/**,在授权环境验证信息科、一个临床病区和工程师组的真实主链路。,real environment receipts | failure matrix | privacy scan | usability metrics,不得以 WSL2/Mock 替代声明 | P0=0，P1=0 才可建议试点,sol-acceptance,terra_reviewer | terra_security | sol_acceptance,ACCEPT,pilot-dossier.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-11,灵动岛、系统通知、发布硬化与受控试点,HW11-08,G11-PILOT 人工决议,parent_codex,terra_reviewer | terra_security,read-only,G,critical,HW11-02 | HW11-04 | HW11-05 | HW11-07,evidence/HW-11/** | docs/program/** | docs/ops/**,综合安全、发布、恢复、功能、性能和用户体验证据，给出 GO/NO-GO 建议，最终由医院负责人签署。,evidence audit | independent review,人工签署前不推广 | G11 不等于全院生产批准,sol-phase-gate,terra_reviewer | terra_security | sol_architecture_security | sol_phase_gate,PASS_RECOMMENDED,G11-PILOT-gate-decision.md,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
HW-12,容量、HA、灰度发布与全院生产,HW12-01,建立真实负载、容量与成本模型,terra_reviewer,luna_inventory | terra_tester,read-only,A,high,,evidence/HW-11/** | docs/capacity/** | scripts/load/**,根据试点实际测量用户、连接、事件、API、数据库、附件和 Agent 负载，不用猜测代替。,metric source audit | load model reproducibility,每个容量数字有来源 | 人工确认假设,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,capacity-model.json,需要修改未在 allowed_paths 中声明的路径 | 需要改变已接受 ADR、身份/Session、授权/Scope、TLS、原生权限或数据所有权边界 | 需要新增生产依赖、破坏性数据库操作或对外部系统写入，但任务未明确授权 | 当前工作树包含无法归属的用户修改；若本任务主动采用可选旧源，则该旧源无法绑定固定 commit
